epoch,train_loss,val_loss,val_cbf_rmse,val_att_rmse,lr
83,0.21994335554084,0.22017256915569305,4.609027,0.3701472,0.00025
84,0.21990485595805304,0.22004956007003784,4.597294,0.36943308,0.00025
85,0.21995921463382487,0.2200704663991928,4.6008263,0.36981606,0.00025
86,0.21993817115316586,0.22012314200401306,4.594093,0.3698398,0.00025
87,0.21973996807117852,0.21993941068649292,4.59663,0.36977565,0.000125
88,0.2197274282878759,0.21992118656635284,4.5971603,0.3700551,0.000125
89,0.21974209650438659,0.21996250748634338,4.596904,0.37056974,0.000125
90,0.21970308420001244,0.2198496013879776,4.589314,0.36962807,0.000125
91,0.2197230298604284,0.21986863017082214,4.588923,0.3696788,0.000125
92,0.21967608846571982,0.21993553638458252,4.5870714,0.37039235,0.000125
93,0.2197321049717008,0.219987690448761,4.607786,0.3697582,0.000125
94,0.21970708060021304,0.22001980245113373,4.604361,0.36980167,0.000125
95,0.21974304911433434,0.21991991996765137,4.580009,0.36991817,0.000125
96,0.2197255803918352,0.2198808193206787,4.589637,0.36981195,0.000125
97,0.21963664357151305,0.21973183751106262,4.583951,0.3694286,6.25e-05
98,0.21958091839843866,0.21976971626281738,4.5836887,0.36993635,6.25e-05
99,0.21961379461750694,0.21979983150959015,4.587707,0.36968446,6.25e-05
100,0.21963520302456252,0.21984168887138367,4.5905113,0.37007615,6.25e-05
