epoch,train_loss,val_loss,val_cbf_rmse,val_att_rmse,lr
1,0.30003706183360546,0.24494731426239014,5.0455303,0.3840018,0.001
2,0.24050675636651564,0.2373596876859665,4.858587,0.38503042,0.001
3,0.23503613137469,0.23521140217781067,4.8700924,0.3822105,0.001
4,0.23326920687544103,0.23251862823963165,4.749005,0.38112652,0.001
5,0.2321114591798004,0.23166833817958832,4.739361,0.3806549,0.001
6,0.23074068813299647,0.23095031082630157,4.7320986,0.37754652,0.001
7,0.22999938455771426,0.22985446453094482,4.808568,0.37690648,0.001
8,0.22874260739404328,0.22816917300224304,4.6925793,0.3775622,0.001
9,0.22801460508181123,0.22773589193820953,4.6946707,0.37599906,0.001
10,0.22799252946766055,0.22795376181602478,4.690438,0.37682244,0.001
11,0.22715326900384863,0.22680845856666565,4.665758,0.3757436,0.001
12,0.22697491016314955,0.2270135134458542,4.69147,0.37463346,0.001
13,0.22678769319033137,0.2269972562789917,4.756564,0.37558395,0.001
14,0.2264911127941949,0.22651858627796173,4.6894298,0.37556317,0.001
15,0.22646305056250826,0.22670558094978333,4.6978803,0.37793106,0.001
16,0.2260313371614534,0.22680097818374634,4.680877,0.37449276,0.001
17,0.22579253252063478,0.22600655257701874,4.696914,0.37811673,0.001
18,0.22549530240345975,0.22666063904762268,4.7575216,0.3769896,0.001
19,0.2257475047087183,0.22565105557441711,4.6742306,0.37499708,0.001
20,0.22509963673596478,0.22554007172584534,4.656182,0.37544325,0.001
21,0.22503578449998582,0.2253875732421875,4.6355267,0.37408048,0.001
22,0.22483400468315398,0.22513483464717865,4.681406,0.37610468,0.001
23,0.22449552070121376,0.22493480145931244,4.675913,0.37478504,0.001
24,0.22464023788972776,0.22527901828289032,4.6747108,0.3753782,0.001
25,0.22426337216581618,0.2245522439479828,4.667466,0.37443352,0.001
26,0.2240355568272727,0.22505858540534973,4.6844864,0.37585613,0.001
27,0.2238703783677549,0.22379137575626373,4.645666,0.37231907,0.001
28,0.22375511697360448,0.2252262383699417,4.726515,0.3729921,0.001
29,0.2238104171594795,0.2239980548620224,4.696931,0.37301296,0.001
30,0.22365901330295873,0.223110169172287,4.639426,0.37409386,0.001
31,0.22357135752634127,0.22451330721378326,4.644282,0.372921,0.001
32,0.22330337930090574,0.22340862452983856,4.65374,0.37330976,0.001
33,0.22289949898817102,0.22323256731033325,4.640818,0.3752935,0.001
34,0.22293849532701532,0.22278191149234772,4.617696,0.37190562,0.001
35,0.22307782802654771,0.22366967797279358,4.6767716,0.3750121,0.001
36,0.222905056361033,0.22287097573280334,4.6339564,0.3722369,0.001
37,0.2226095213269701,0.22325818240642548,4.63791,0.3743477,0.001
38,0.2227712424129856,0.22359707951545715,4.604603,0.37421206,0.001
39,0.2227059785200625,0.22316499054431915,4.6682115,0.37525523,0.001
40,0.22226853592663395,0.22266411781311035,4.652403,0.37293282,0.001
41,0.22227930536075513,0.22227171063423157,4.616269,0.3714336,0.001
42,0.22220595180988312,0.22259999811649323,4.693715,0.37312287,0.001
43,0.2221520576550036,0.22197815775871277,4.6106143,0.3711915,0.001
44,0.2223186208581438,0.22207707166671753,4.641649,0.372029,0.001
45,0.22199877229880313,0.22179988026618958,4.6421204,0.37085524,0.001
