epoch,train_loss,val_loss,val_cbf_rmse,val_att_rmse,lr
84,0.22035307893339467,0.22031372785568237,4.5863276,0.36958262,0.001
85,0.22037424436029124,0.22019913792610168,4.598187,0.37091777,0.001
86,0.22022846630033183,0.2205744832754135,4.5792522,0.36877397,0.001
87,0.22028520292773537,0.22006356716156006,4.6040606,0.37035108,0.001
88,0.22011114368025136,0.220681831240654,4.5746956,0.3708688,0.001
89,0.22015000682096092,0.22015170753002167,4.599912,0.36991435,0.001
90,0.22017235582580372,0.22033612430095673,4.6104636,0.36895362,0.001
91,0.22013103809891915,0.22068504989147186,4.596404,0.37047365,0.001
92,0.22015039440320464,0.22026287019252777,4.6030407,0.3707676,0.001
93,0.22004562631553534,0.2200160026550293,4.577189,0.36953,0.001
94,0.22031209739495297,0.22057496011257172,4.5907583,0.3689839,0.001
95,0.22018267016629783,0.21994078159332275,4.582326,0.36945105,0.001
96,0.22017969860106099,0.22022034227848053,4.6427293,0.3697933,0.001
97,0.220065104261953,0.2201562076807022,4.5859203,0.36756724,0.001
98,0.22005754040212047,0.2202746421098709,4.597458,0.36834183,0.001
99,0.2201388075339551,0.22002635896205902,4.5819736,0.36846924,0.001
100,0.2203082644513675,0.22003597021102905,4.5866394,0.37068632,0.001
