Model,CBF_RMSE,CBF_MSE,CBF_MAE,CBF_Bias,CBF_R2,CBF_CCC,ATT_RMSE,ATT_MSE,ATT_MAE,ATT_Bias,ATT_R2,ATT_CCC
DNN-G,2.630437362595364,6.919200718537656,1.4870107644377744,-0.11655895526592548,0.9901855308956913,0.995049806239632,0.19618605480322932,0.0384889680992557,0.11458204494672837,0.002309926651592644,0.9288898159192619,0.9631624150814676
