name,description,seed,cbf_rmse,cbf_mae,att_rmse,att_mae,low_cbf_bias,high_cbf_bias,mid_cbf_bias,decision
G4_A,30 epochs (reference),42.0,4.631862163543701,3.366232395172119,0.37173089385032654,0.23634134232997894,1.8075922727584839,-1.6972894668579102,-0.04311862587928772,REJECT
G4_B,60 epochs (fixed LR),42.0,4.582553863525391,3.307927131652832,0.3676254451274872,0.2346290796995163,1.3526118993759155,-1.235692024230957,0.2366095930337906,CONVERGENCE EVIDENCE / PROMISING
G4_C,100 epochs (fixed LR),42.0,4.576501846313477,3.317458391189575,0.3696301281452179,0.23372063040733337,1.284195065498352,-0.7380675077438354,0.021047724410891533,CONVERGENCE EVIDENCE / PROMISING
G4_E,100 epochs (ReduceLROnPlateau),42.0,4.57548713684082,3.289273977279663,0.36884117126464844,0.23366054892539978,1.3383806943893433,-1.186798095703125,0.08892441540956497,CONVERGENCE EVIDENCE / PROMISING
G4_F,100 epochs (CosineAnnealingLR),42.0,4.58029842376709,3.294093132019043,0.36926260590553284,0.2341662347316742,1.4131518602371216,-1.2540607452392578,0.13060517609119415,CONVERGENCE EVIDENCE / PROMISING
G4_E_FINAL,,42.0,4.57548713684082,3.289273977279663,0.36884117126464844,0.23366054892539978,1.3383806943893433,-1.186798095703125,0.08892441540956497,
G4_E_FINAL,,43.0,4.573540210723877,3.283720016479492,0.368488609790802,0.233375683426857,1.321635365486145,-1.2743451595306396,0.03032010793685913,
G4_E_FINAL,,44.0,4.572277069091797,3.2899630069732666,0.368629515171051,0.2335420548915863,1.4112251996994019,-1.2089383602142334,0.11434155702590942,
G4_E_3SEED_MEAN,3-seed average,43.0,4.573768138885498,3.2876522541046143,0.3686530888080597,0.2335261106491089,1.3570804595947266,-1.223360538482666,0.07786202430725098,TRAINING-PROTOCOL IMPROVEMENT
